TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
SNSY3;11,62;;-0,85;-0,06;0,19;19,11;-1,10;-14,71;-11,39;-28,74;-16,25;;0,12;-1,46;-0,48;0,82;-7,35;-22,97;0,63;-3,12;4,16;1,56;4,14;;15.666,15;-186,23;-13,70;0,03;98.314.568,80
SNSY5;5,11;;-0,37;-0,03;0,09;19,11;-1,10;-14,71;-5,01;-28,74;-16,25;;0,05;-0,64;-0,21;0,82;-7,35;-22,97;0,63;-3,12;4,16;1,56;4,14;;18.758,50;-186,23;-13,70;0,01;98.314.568,80
SNSY6;13,33;;-0,97;-0,07;0,22;19,11;-1,10;-14,71;-13,06;-28,74;-16,25;;0,14;-1,68;-0,55;0,82;-7,35;-22,97;0,63;-3,12;4,16;1,56;4,14;;;-186,23;-13,70;0,04;98.314.568,80
SOJA3;15,49;;13,38;2,90;1,83;20,24;17,16;15,53;12,11;11,30;-0,81;-0,19;2,08;3,71;-9,55;2,57;21,64;13,67;19,47;0,63;0,37;0,88;;;4.558.680,75;5,35;1,16;0,12;1.814.503.649,74
SOMA3;14,20;;37,81;1,55;1,17;63,92;9,35;14,38;58,18;61,94;3,76;0,10;5,44;7,04;-1,64;2,40;4,11;3,09;0,93;0,75;0,25;0,22;;;81.327.801,11;9,14;0,38;-0,07;11.143.412.696,60
SOND3;40,20;19,26;14,33;1,63;1,14;31,30;8,11;9,61;16,96;11,17;-4,51;-0,43;1,38;3,47;-2,40;2,68;11,40;7,95;7,70;0,70;0,30;0,83;-10,40;;4.020,00;24,62;2,81;-0,21;91.294.669,00
SOND5;34,53;24,67;12,31;1,40;0,98;31,30;8,11;9,61;14,57;11,17;-4,51;-0,43;1,18;2,98;-2,06;2,68;11,40;7,95;7,70;0,70;0,30;0,83;-10,40;;5.466,50;24,62;2,81;-0,18;91.294.669,00
SOND6;35,51;23,99;12,65;1,44;1,01;31,30;8,11;9,61;14,98;11,17;-4,51;-0,43;1,22;3,06;-2,12;2,68;11,40;7,95;7,70;0,70;0,30;0,83;-10,40;;14.303,00;24,62;2,81;-0,19;91.294.669,00
SPRT3B;76,40;;-477,85;-139,83;33.267,35;;;;-575,99;-575,99;0,00;;;-139,24;-33.267,35;0,00;-29,26;-6.961,86;24,28;-237,92;238,92;0,00;;;;-0,55;-0,16;16,96;370.531.748,80
SQIA3;16,94;0,12;127,85;1,86;1,20;38,92;6,63;3,79;73,20;54,64;-18,56;-0,47;4,85;2,62;-2,59;6,56;1,46;0,93;1,82;0,64;0,36;0,25;22,77;3,53;23.980.377,67;9,08;0,13;0,27;1.489.737.005,68
STBP3;6,21;;31,11;2,37;1,13;37,70;22,83;12,75;17,37;15,04;-2,33;-0,32;3,97;5,79;-1,58;3,17;7,61;3,63;8,06;0,48;0,52;0,28;-0,73;;39.844.733,53;2,62;0,20;-0,03;5.358.177.727,92
STKF3;0,00;;0,00;0,00;0,00;61,06;41,18;28,16;0,00;1,33;1,33;0,14;0,00;0,00;0,00;1,94;7,40;4,52;6,63;0,61;0,39;0,16;14,50;;;6,79;0,50;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;31,37;17,25;14,11;0,00;-0,22;-0,22;-0,09;0,00;0,00;0,00;2,46;32,10;17,86;25,38;0,56;0,44;1,27;22,02;;;2,91;0,94;0,00;0,00
SULA11;27,01;0,58;28,31;1,39;0,42;7,96;0,19;2,11;311,58;-77,60;-389,18;-1,74;0,60;1,14;-1,26;2,19;4,92;1,47;-1,56;0,30;0,70;0,70;4,99;-11,17;114.212.803,19;19,39;0,95;-0,33;11.502.062.736,03
SULA3;9,12;0,58;28,68;1,41;0,42;7,96;0,19;2,11;315,62;-77,60;-389,18;-1,74;0,60;1,15;-1,27;2,19;4,92;1,47;-1,56;0,30;0,70;0,70;4,99;-11,17;148.870,39;6,46;0,32;-0,34;11.502.062.736,03
SULA4;8,83;0,59;27,77;1,37;0,41;7,96;0,19;2,11;305,58;-77,60;-389,18;-1,74;0,58;1,12;-1,23;2,19;4,92;1,47;-1,56;0,30;0,70;0,70;4,99;-11,17;274.482,39;6,46;0,32;-0,33;11.502.062.736,03
SUZB3;54,73;;6,09;5,51;0,66;47,20;42,22;32,61;4,70;8,40;3,69;4,32;1,99;3,59;-0,89;3,32;90,48;10,79;13,98;0,12;0,88;0,33;24,40;;420.343.767,50;9,93;8,99;-0,03;74.501.955.952,32
SYNE3;12,66;7,61;64,56;1,17;0,38;60,53;53,95;6,25;7,48;11,53;4,05;0,63;4,03;2,00;-0,50;4,35;1,81;0,58;4,84;0,32;0,42;0,09;4,82;5,13;8.107.706,00;10,82;0,20;-1,02;1.932.478.673,70
TAEE11;35,90;8,75;4,72;1,79;0,77;79,23;100,22;66,67;3,14;4,67;1,53;0,87;3,15;9,64;-0,91;2,04;37,82;16,27;24,41;0,43;0,57;0,24;18,22;23,56;90.554.090,78;20,10;7,60;0,08;12.367.510.761,30
TAEE3;11,96;8,76;4,72;1,78;0,77;79,23;100,22;66,67;3,14;4,67;1,53;0,87;3,15;9,64;-0,91;2,04;37,82;16,27;24,41;0,43;0,57;0,24;18,22;23,56;891.976,97;6,70;2,53;0,08;12.367.510.761,30
TAEE4;12,00;8,73;4,73;1,79;0,77;79,23;100,22;66,67;3,15;4,67;1,53;0,87;3,16;9,67;-0,91;2,04;37,82;16,27;24,41;0,43;0,57;0,24;18,22;23,56;2.058.451,97;6,70;2,53;0,08;12.367.510.761,30
TASA3;22,79;;3,77;4,43;1,43;47,00;33,09;28,53;3,25;3,69;0,42;0,57;1,08;4,14;-4,49;2,03;117,57;37,98;65,85;0,32;0,68;1,33;16,57;;1.030.196,28;5,14;6,04;0,00;2.690.154.685,44
TASA4;23,09;;3,82;4,49;1,45;47,00;33,09;28,53;3,29;3,69;0,42;0,57;1,09;4,19;-4,55;2,03;117,57;37,98;65,85;0,32;0,68;1,33;16,57;;29.060.255,03;5,14;6,04;0,00;2.690.154.685,44
TCNO3;2,49;;-84,54;57,84;0,07;;;;-196,25;-550,89;-400,36;118,00;;-0,17;-0,08;0,29;-68,42;-0,08;-0,25;0,00;1,00;0,00;;;78.394,08;0,04;-0,03;1,02;12.644.642,22
TCNO4;1,59;;-53,98;36,93;0,04;;;;-125,31;-550,89;-400,36;118,00;;-0,11;-0,05;0,29;-68,42;-0,08;-0,25;0,00;1,00;0,00;;;109.529,11;0,04;-0,03;0,65;12.644.642,22
TCSA3;3,63;;-1,71;0,41;0,17;5,31;-61,78;-93,53;-2,59;-6,19;-3,61;0,57;1,60;0,59;-0,31;2,81;-24,10;-10,00;-8,83;0,41;0,57;0,11;-32,32;;4.373.195,22;8,82;-2,13;0,09;267.237.804,90
TECN3;2,83;;17,29;0,69;0,34;51,73;12,68;4,03;5,50;6,05;0,55;0,07;0,70;0,79;-0,90;3,41;3,97;1,99;5,26;0,50;0,50;0,49;-9,24;-10,21;12.598.795,44;4,12;0,16;-0,15;222.172.588,45
TEKA3;26,10;;-0,11;-0,01;0,01;16,88;3,22;-56,45;1,91;84,08;82,93;;0,06;-0,01;-0,01;0,04;-6,79;-11,65;-0,28;-1,72;2,72;0,21;-1,38;;2.610,00;-3.533,44;-239,81;-0,02;7.926.068,30
TEKA4;10,57;;-0,04;0,00;0,01;16,88;3,22;-56,45;0,77;84,08;82,93;;0,02;0,00;-0,01;0,04;-6,79;-11,65;-0,28;-1,72;2,72;0,21;-1,38;;42.794,97;-3.533,44;-239,81;-0,01;7.926.068,30
TELB3;47,90;;-22,62;2,25;0,81;-91,86;-37,86;-53,64;-32,05;-19,59;7,06;-0,50;12,14;2,97;-1,20;5,93;-9,94;-3,57;-6,06;0,36;0,64;0,07;42,70;;42.701,76;21,30;-2,12;0,04;2.703.099.242,55
TELB4;18,15;;-8,57;0,85;0,31;-91,86;-37,86;-53,64;-12,15;-19,59;7,06;-0,50;4,60;1,13;-0,46;5,93;-9,94;-3,57;-6,06;0,36;0,64;0,07;42,70;;71.113,47;21,30;-2,12;0,01;2.703.099.242,55
TEND3;19,25;0,92;13,48;1,36;0,44;26,77;8,64;5,50;8,59;9,86;1,27;0,20;0,74;1,18;-1,12;2,56;10,06;3,25;6,69;0,32;0,68;0,59;21,81;37,50;33.073.640,58;14,19;1,43;-0,50;2.008.626.735,50
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;3,93;0,32;0,68;0,52;7,32;;1.340.759,40;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;12,50;0,73;188,38;48,32;28,21;59,60;19,96;15,57;147,01;24,91;0,18;0,06;29,34;51,93;-125,29;3,35;25,65;14,98;20,82;0,58;0,42;0,96;;;1.467.478,58;0,26;0,07;1,38;1.996.475.018,75
TGMA3;14,82;5,30;9,10;1,46;0,96;19,10;12,54;10,58;7,69;7,54;-0,14;-0,03;0,96;3,55;-1,81;2,39;16,07;10,59;12,76;0,66;0,34;1,00;-2,05;61,00;7.068.741,08;10,13;1,63;0,42;978.163.200,30
TIET11;12,54;0,87;4,38;2,25;0,46;74,66;61,76;49,46;3,51;7,15;3,64;2,34;2,16;1.031,49;-0,52;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;31.123.800,68;5,57;2,87;0,02;5.004.795.800,93
TIET3;3,49;0,63;6,09;3,13;0,64;74,66;61,76;49,46;4,88;7,15;3,64;2,34;3,01;1.435,37;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;558.793,42;1,11;0,57;0,03;5.004.795.800,93
TIET4;3,51;0,62;6,13;3,15;0,64;74,66;61,76;49,46;4,91;7,15;3,64;2,34;3,03;1.443,59;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;1.764.454,32;1,11;0,57;0,03;5.004.795.800,93
TIMS3;14,21;3,11;11,57;1,40;0,78;53,18;16,72;16,58;11,47;12,78;1,31;0,16;1,92;5,95;-1,10;1,85;12,07;6,76;6,99;0,56;0,44;0,41;0,15;7,35;103.039.713,72;10,18;1,23;0,16;34.399.630.495,58
TKNO3;69,63;2,66;3,49;0,85;0,60;27,33;23,26;20,22;3,04;3,16;0,14;0,04;0,71;1,63;-1,61;2,37;24,46;17,05;19,62;0,70;0,30;0,84;8,49;;;81,48;19,93;0,01;204.398.763,63
TKNO4;69,00;3,02;3,46;0,85;0,59;27,33;23,26;20,22;3,01;3,16;0,14;0,04;0,70;1,62;-1,60;2,37;24,46;17,05;19,62;0,70;0,30;0,84;8,49;;13.271,33;81,48;19,93;0,01;204.398.763,63
TOTS3;32,39;0,86;58,05;4,77;2,12;70,59;16,37;11,37;40,33;38,53;-1,79;-0,21;6,60;10,69;-4,47;1,61;8,22;3,65;6,69;0,44;0,56;0,32;6,34;11,98;130.853.508,86;6,79;0,56;1,59;19.990.563.232,59
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,52;71.890.222,22
TPIS3;2,04;2,02;1,23;0,39;0,11;11,58;28,48;27,67;1,20;6,58;5,38;1,73;0,34;-1,03;-0,12;0,38;31,19;8,98;9,67;0,29;0,71;0,32;-16,95;33,86;6.122.271,50;5,30;1,65;0,00;359.040.000,00
TRAD3;8,30;;134,09;3,68;3,46;66,92;-0,23;22,42;-12.844,35;-10.001,56;2.842,79;-0,81;30,07;4,58;-18,02;15,74;2,74;2,58;-2,26;0,94;0,06;0,12;;;28.333.144,53;2,26;0,06;;2.337.671.245,40
TRIS3;5,92;4,09;6,94;0,89;0,48;37,57;23,16;18,58;5,57;6,60;1,03;0,16;1,29;0,88;-1,95;3,50;12,82;6,85;9,46;0,53;0,44;0,37;18,29;52,78;10.047.657,78;6,65;0,85;16,08;1.104.775.824,96
TRPL3;31,41;13,54;5,52;1,42;0,73;69,83;117,80;85,32;3,99;4,34;1,00;0,36;4,71;9,54;-0,85;2,38;25,80;13,31;19,95;0,52;0,47;0,16;23,49;49,38;110.305,53;22,07;5,69;0,09;17.295.506.128,08
TRPL4;22,93;18,55;4,03;1,04;0,54;69,83;117,80;85,32;2,92;4,34;1,00;0,36;3,44;6,97;-0,62;2,38;25,80;13,31;19,95;0,52;0,47;0,16;23,49;49,38;31.241.629,81;22,07;5,69;0,06;17.295.506.128,08
TTEN3;8,60;;11,34;2,06;0,98;14,53;9,04;7,96;9,99;8,98;-1,01;-0,21;0,90;2,81;-5,33;1,74;18,14;8,61;13,40;0,47;0,53;1,08;;;9.936.321,89;4,18;0,76;;4.249.411.764,20
TUPY3;20,71;1,34;13,11;1,11;0,46;16,46;7,34;3,62;6,46;8,60;2,13;0,37;0,47;1,30;-1,12;2,54;8,47;3,52;9,19;0,42;0,58;0,97;4,44;0,69;19.190.161,67;18,66;1,58;-0,04;2.985.916.025,00
TXRX3;29,80;;-21,39;-0,41;0,59;36,25;20,80;-3,99;4,10;10,37;8,18;;0,85;-0,48;-1,07;0,26;-1,91;-2,78;-53,19;-1,46;2,46;0,70;1,83;;8.114,29;-73,04;-1,39;0,06;67.930.201,90
TXRX4;8,75;;-6,28;-0,12;0,17;36,25;20,80;-3,99;1,20;10,37;8,18;;0,25;-0,14;-0,32;0,26;-1,91;-2,78;-53,19;-1,46;2,46;0,70;1,83;;8.021,45;-73,04;-1,39;0,02;67.930.201,90
UCAS3;4,31;4,95;11,03;1,72;1,05;38,05;16,01;12,65;8,72;6,97;-1,75;-0,35;1,40;5,28;-2,16;1,63;15,62;9,52;11,91;0,61;0,39;0,75;-7,54;14,52;184.448,75;2,50;0,39;0,09;284.832.228,84
UGPA3;14,14;4,53;17,59;1,61;0,42;6,06;1,56;0,83;9,37;16,78;7,42;1,27;0,15;1,97;-0,83;1,77;9,15;2,40;5,00;0,26;0,73;2,88;1,43;-9,83;118.417.473,64;8,78;0,80;0,05;15.767.622.637,62
UNIP3;93,30;10,25;5,56;3,48;1,45;43,67;40,80;29,24;3,98;3,73;-0,21;-0,18;1,62;5,81;-2,69;2,19;62,57;26,11;40,45;0,42;0,58;0,89;35,12;78,37;4.780.734,64;26,84;16,79;0,01;8.711.692.865,38
UNIP5;92,45;11,38;5,50;3,44;1,44;43,67;40,80;29,24;3,95;3,73;-0,21;-0,18;1,61;5,75;-2,66;2,19;62,57;26,11;40,45;0,42;0,58;0,89;35,12;78,37;62.333,47;26,84;16,79;0,01;8.711.692.865,38
UNIP6;91,69;11,47;5,46;3,42;1,43;43,67;40,80;29,24;3,91;3,73;-0,21;-0,18;1,60;5,71;-2,64;2,19;62,57;26,11;40,45;0,42;0,58;0,89;35,12;78,37;33.594.974,78;26,84;16,79;0,01;8.711.692.865,38
USIM3;13,25;8,46;2,02;0,82;0,43;34,70;36,48;26,38;1,46;1,38;-0,11;-0,06;0,53;1,17;-0,92;3,08;40,77;21,12;30,05;0,52;0,41;0,80;9,57;;5.207.668,83;16,09;6,56;0,00;16.915.554.682,68
USIM5;13,82;8,92;2,11;0,86;0,45;34,70;36,48;26,38;1,52;1,38;-0,11;-0,06;0,56;1,22;-0,96;3,08;40,77;21,12;30,05;0,52;0,41;0,80;9,57;;348.512.744,03;16,09;6,56;0,00;16.915.554.682,68
USIM6;18,97;6,50;2,89;1,18;0,61;34,70;36,48;26,38;2,09;1,38;-0,11;-0,06;0,76;1,68;-1,32;3,08;40,77;21,12;30,05;0,52;0,41;0,80;9,57;;3.797,00;16,09;6,56;0,00;16.915.554.682,68
VALE3;70,50;20,78;3,78;2,00;0,77;61,20;39,33;31,65;3,04;3,17;0,12;0,08;1,20;16,99;-0,99;1,24;52,78;20,25;38,11;0,38;0,61;0,64;21,72;;2.049.735.089,17;35,32;18,64;0,01;361.838.317.905,00
VAMO3;11,70;;33,82;4,20;1,58;35,13;25,43;13,86;18,43;20,56;2,13;0,49;4,69;6,08;-2,61;2,91;12,41;4,66;7,84;0,38;0,62;0,34;;;50.773.664,89;2,79;0,35;0,30;11.430.759.249,00
VBBR3;22,27;10,47;5,62;2,30;0,88;5,39;4,64;4,01;4,86;6,50;1,64;0,78;0,23;2,85;-1,81;2,49;40,93;15,63;20,83;0,38;0,62;3,90;-3,48;;264.950.715,81;9,69;3,97;0,01;25.944.550.000,00
VIIA3;5,95;;951,06;1,68;0,27;30,57;-1,82;0,03;-16,17;-30,53;-14,35;1,49;0,30;-12,34;-0,58;0,96;0,18;0,03;-12,98;0,16;0,84;0,92;8,45;-6,51;316.145.040,86;3,55;0,01;-9,03;9.510.633.843,20
VITT3;12,70;;17,18;4,01;1,98;38,19;20,86;15,33;12,63;13,59;0,96;0,30;2,63;6,68;-7,58;1,67;23,32;11,55;15,27;0,50;0,50;0,75;;;1.408.980,83;3,17;0,74;;1.816.723.658,90
VIVA3;25,97;0,61;23,19;4,57;2,59;74,12;23,24;20,96;20,91;20,32;-0,60;-0,13;4,86;7,35;-6,34;2,48;19,70;11,17;17,94;0,57;0,43;0,53;;;27.529.494,14;5,69;1,12;0,29;6.134.056.060,93
VIVR3;1,65;;-2,92;-1,86;0,67;13,51;-81,84;-101,22;-3,61;-5,87;-2,26;;2,96;-2,49;-1,26;0,64;-63,55;-22,92;-74,83;-0,36;1,36;0,23;-17,04;;29.835.836,64;-0,89;-0,56;0,06;231.709.189,80
VIVT3;51,30;6,22;17,71;1,25;0,77;45,03;16,42;11,20;12,08;12,64;0,55;0,06;1,98;59,43;-0,97;1,07;7,06;4,32;7,20;0,61;0,39;0,39;1,37;7,44;141.611.885,47;41,01;2,90;5,78;86.747.526.549,90
VIVT4;45,34;;15,65;1,11;0,68;45,03;16,42;11,20;10,68;12,64;0,55;0,06;1,75;52,52;-0,86;1,07;7,06;4,32;7,20;0,61;0,39;0,39;1,37;7,44;;41,01;2,90;5,11;86.747.526.549,90
VLID3;8,37;;-28,24;0,56;0,23;22,47;2,91;-1,13;10,95;25,16;14,21;0,72;0,32;1,45;-0,39;1,57;-1,97;-0,80;1,70;0,41;0,58;0,71;3,44;;3.813.343,56;15,05;-0,30;0,34;686.929.139,19
VSPT3;4,99;;-2,52;0,15;0,08;9,02;-3,26;-9,81;-7,60;-4,24;3,36;-0,07;0,25;-1,44;-0,09;0,60;-5,94;-3,19;-2,04;0,54;0,46;0,33;10,22;;;33,29;-1,98;-0,20;712.610.842,16
VSPT4;0,00;;0,00;0,00;0,00;9,02;-3,26;-9,81;0,00;-4,24;3,36;-0,07;0,00;0,00;0,00;0,60;-5,94;-3,19;-2,04;0,54;0,46;0,33;10,22;;;33,29;-1,98;0,00;712.610.842,16
VULC3;10,46;3,35;8,95;2,02;1,23;32,20;16,52;16,83;9,12;9,90;0,78;0,17;1,51;3,41;-3,83;2,15;22,53;13,78;16,04;0,61;0,39;0,82;4,07;;9.983.526,75;5,19;1,17;0,01;2.570.610.312,24
VVEO3;19,00;;16,04;2,50;0,96;17,25;7,97;5,84;11,74;11,44;-0,30;-0,06;0,94;2,33;-3,02;2,49;15,61;5,96;10,98;0,38;0,62;1,02;;;3.284.103,36;7,59;1,18;;5.436.343.840,00
WEGE3;33,80;1,21;41,07;11,13;6,31;30,80;18,41;15,76;35,17;34,85;-0,32;-0,10;6,47;19,68;-18,29;1,96;27,09;15,35;22,75;0,57;0,42;0,97;12,35;24,47;261.165.749,56;3,04;0,82;0,64;141.869.348.332,40
WEST3;3,79;;-13,62;1,05;0,79;44,12;-15,94;-10,09;-8,62;-2,92;5,70;-0,70;1,37;1,33;-3,41;4,48;-7,73;-5,81;-14,28;0,75;0,25;0,58;;;4.287.068,83;3,60;-0,28;0,05;417.377.691,60
WHRL3;6,54;12,72;9,02;3,91;1,08;18,51;10,49;9,61;8,27;7,96;-0,98;-0,46;0,87;10,08;-4,93;1,16;43,37;12,02;28,54;0,28;0,72;1,25;-0,28;30,60;52.530,39;1,67;0,73;0,11;10.615.201.768,48
WHRL4;8,20;11,16;11,31;4,91;1,36;18,51;10,49;9,61;10,37;7,96;-0,98;-0,46;1,09;12,63;-6,19;1,16;43,37;12,02;28,54;0,28;0,72;1,25;-0,28;30,60;125.765,06;1,67;0,73;0,14;10.615.201.768,48
WIZS3;8,85;6,88;7,76;3,62;1,16;66,09;38,06;20,86;4,25;3,33;-0,92;-0,78;1,62;4,26;-2,39;2,12;46,65;14,95;35,20;0,32;0,66;0,72;17,16;13,46;25.623.363,97;2,45;1,14;-0,53;1.415.179.445,70
WLMM3;35,00;1,63;13,64;2,40;1,96;12,83;7,21;5,39;10,21;9,02;-1,29;-0,30;0,74;5,12;-3,81;4,65;17,62;14,35;16,13;0,81;0,19;2,66;14,81;88,13;18.291,07;14,56;2,57;0,23;1.286.816.389,00
WLMM4;35,62;1,76;13,88;2,45;1,99;12,83;7,21;5,39;10,39;9,02;-1,29;-0,30;0,75;5,21;-3,88;4,65;17,62;14,35;16,13;0,81;0,19;2,66;14,81;88,13;69.398,51;14,56;2,57;0,23;1.286.816.389,00
YDUQ3;22,20;2,12;52,83;2,05;0,69;54,06;10,57;3,02;15,09;22,28;7,19;0,98;1,59;13,37;-0,99;1,21;3,88;1,31;4,55;0,34;0,66;0,43;5,62;-21,66;74.599.739,36;10,83;0,42;-1,06;6.861.772.492,20
